gamma21,f_avg,delta1,log10_nmse
10,34.6939,3.8974,-1.489160
10,45.9184,2.2564,-0.664639
10,19.3878,-4.7179,-1.770649
1,10.2041,6.3590,-1.766494
1,29.5918,3.0769,-0.575950
0.1,9.1837,7.1795,-1.771672
10,2.0408,5.9487,-1.771292
1,11.2245,-0.6154,-2.483251
0.1,5.1020,-0.2051,-1.900715
1,19.3878,4.3077,-1.957844
0.01,16.3265,-0.2051,-1.885256
1,30.6122,3.4872,-0.371508
1,3.0612,4.7179,-1.770649
10,17.3469,1.0256,-0.902058
10,46.9388,6.3590,-1.254693
0.1,3.0612,1.4359,-1.758799
0.01,46.9388,-7.1795,-2.637446
10,38.7755,1.8462,-0.851724
10,39.7959,5.9487,-1.764589
100,14.2857,3.4872,-2.531121
100,48.9796,2.2564,-2.422527
100,9.1837,4.7179,-2.709275
100,47.9592,2.2564,-2.433755
100,4.0816,-2.6667,-2.545820
10,32.6531,2.2564,-0.949662
0.01,12.2449,-6.3590,-1.762191
1,3.0612,4.3077,-1.751330
1,27.5510,-0.6154,-2.878580
1,46.9388,-6.3590,-2.882317
1,2.0408,8.0000,-1.758641
100,16.3265,-6.3590,-2.476668
0.01,13.2653,2.2564,-2.249899
0.01,32.6531,1.8462,-0.826646
0.1,42.8571,-0.6154,-3.284747
0.1,28.5714,0.6154,-0.333866
0.01,35.7143,-1.8462,-2.911674
10,2.0408,2.6667,-1.765627
10,29.5918,5.5385,-1.753711
100,7.1429,8.0000,-1.758644
10,47.9592,-3.0769,-3.356762
0.01,17.3469,4.7179,-2.631113
10,36.7347,-7.1795,-1.771670
100,20.4082,5.5385,-2.510408
0.1,19.3878,-6.3590,-1.766494
0.01,43.8776,5.1282,-2.668667
100,12.2449,7.5897,-1.765514
100,13.2653,8.0000,-1.758642
0.1,7.1429,5.5385,-1.753716
0.01,40.8163,-1.0256,-3.219689
0.1,33.6735,2.2564,-0.850405
0.01,30.6122,4.3077,-3.079878
0.01,9.1837,1.0256,-0.814820
0.01,11.2245,8.0000,-1.751699
0.1,48.9796,-8.0000,-3.226366
10,48.9796,0.6154,-3.228651
1,8.1633,-6.7692,-1.756217
100,17.3469,4.3077,-2.567314
10,50.0000,4.3077,-1.224094
1,25.5102,-3.0769,-3.370689
0.1,31.6327,-5.5385,-2.649908
0.01,40.8163,-0.6154,-2.878517
0.01,28.5714,7.1795,-2.825919
0.1,37.7551,1.8462,-0.782625
100,14.2857,-3.0769,-2.547842
100,15.3061,-5.5385,-2.542217
0.01,3.0612,7.1795,-1.766698
0.1,42.8571,7.5897,-1.910896
0.01,50.0000,6.3590,-2.758088
1,33.6735,5.9487,-1.627304
0.1,45.9184,4.3077,-2.756468
1,7.1429,-7.1795,-1.771671
100,50.0000,-0.6154,-1.706021
100,42.8571,6.3590,-2.442617
10,23.4694,-5.5385,-1.753711
10,37.7551,-3.0769,-1.073477
10,47.9592,5.5385,-1.281601
0.1,29.5918,-5.9487,-2.670893
0.1,25.5102,-4.3077,-3.063686
100,21.4286,-5.9487,-2.583183
1,17.3469,-5.9487,-1.771294
1,45.9184,-2.2564,-3.199831
1,12.2449,3.4872,-1.849081
0.1,17.3469,3.4872,-1.724200
1,28.5714,3.4872,-1.076006
100,18.3673,-6.3590,-2.515137
0.1,38.7755,1.0256,-0.114732
0.1,4.0816,-3.0769,-1.749362
0.01,50.0000,-8.0000,-2.737214
100,24.4898,1.8462,-2.508316
0.1,16.3265,1.0256,0.272403
1,2.0408,-5.1282,-1.767069
1,44.8980,6.3590,-1.355911
0.1,38.7755,0.2051,-0.099795
0.01,41.8367,-7.5897,-2.404545
0.01,40.8163,5.5385,-2.766906
0.1,29.5918,7.5897,-2.578770
0.1,44.8980,-7.5897,-2.561391
100,33.6735,-6.7692,-2.325982
0.01,34.6939,-2.2564,-2.779178
1,1.0204,-4.3077,-1.751320
10,31.6327,-0.2051,-2.419180
1,17.3469,5.5385,-1.636400
100,40.8163,-1.0256,-2.253366
10,35.7143,-3.8974,-0.971570
0.1,27.5510,-4.3077,-3.382925
100,33.6735,-3.0769,-2.452143
10,1.0204,-1.8462,-1.748056
0.1,39.7959,-5.9487,-3.369587
0.1,22.4490,-6.3590,-1.766494
1,4.0816,1.0256,-1.751582
0.01,14.2857,-2.2564,-3.394687
0.1,19.3878,7.5897,-0.637340
0.01,34.6939,1.8462,-0.793906
100,17.3469,2.6667,-2.303660
0.1,39.7959,-7.1795,-3.115265
100,15.3061,-3.4872,-2.576314
1,3.0612,3.0769,-1.749336
10,24.4898,3.4872,-1.524364
100,23.4694,-8.0000,-1.758636
0.01,10.2041,4.7179,-1.762052
0.1,42.8571,5.9487,-2.771128
1,26.5306,4.7179,-1.706377
0.1,16.3265,2.6667,-2.153895
0.01,36.7347,2.6667,-0.710666
100,22.4490,2.2564,-2.574260
0.1,41.8367,1.8462,-0.647275
1,1.0204,-3.4872,-1.769359
0.01,12.2449,-8.0000,-1.755110
0.01,39.7959,-7.1795,-3.097731
0.1,5.1020,6.3590,-1.766493
0.1,20.4082,7.5897,-1.153979
0.01,12.2449,2.6667,-1.980210
100,9.1837,-5.9487,-2.345000
10,7.1429,-0.2051,-0.890513
1,42.8571,-8.0000,-2.231305
10,30.6122,-5.9487,-1.771293
0.01,35.7143,-0.6154,-3.154208
100,20.4082,-1.8462,-2.506604
1,29.5918,5.5385,-0.547854
0.1,17.3469,3.0769,-1.610362
100,30.6122,-5.5385,-2.509596
0.1,47.9592,-3.8974,-3.174847
1,42.8571,-1.0256,-2.409869
1,35.7143,5.5385,-1.058632
10,15.3061,-7.5897,-1.765514
1,44.8980,-3.0769,-3.292245
10,47.9592,4.3077,-1.342305
0.01,42.8571,-5.9487,-2.441817
100,34.6939,6.3590,-1.407716
0.1,30.6122,8.0000,-2.801384
0.01,8.1633,-1.0256,-0.414683
0.1,42.8571,-0.2051,-3.059305
100,26.5306,-5.1282,-2.608871
0.01,48.9796,-3.8974,-2.749368
0.01,31.6327,1.4359,-1.167177
100,37.7551,-5.9487,-2.477861
0.1,47.9592,3.4872,-0.845196
100,19.3878,5.9487,-2.515243
100,46.9388,3.4872,-2.544587
100,29.5918,1.4359,-2.473119
1,17.3469,-1.8462,-3.195198
1,34.6939,1.8462,-0.757431
100,25.5102,4.3077,-1.960479
1,29.5918,7.1795,-1.285701
0.1,25.5102,-3.4872,-3.351434
100,0.0000,-4.3077,1.228505
1,45.9184,0.2051,-0.185360
0.01,14.2857,2.6667,-1.272499
1,21.4286,-8.0000,-1.758637
0.01,20.4082,3.4872,-1.888051
0.01,37.7551,-4.7179,-2.808781
0.01,27.5510,-4.7179,-3.146099
10,8.1633,-1.4359,-1.759344
0.01,32.6531,-5.1282,-3.356712
0.1,19.3878,3.4872,-1.993783
1,44.8980,-1.0256,-3.350992
10,15.3061,-7.1795,-1.771671
0.1,19.3878,8.0000,-1.690210
0.01,2.0408,-7.5897,-1.764582
1,20.4082,-5.5385,-1.753709
10,26.5306,-3.0769,-0.985125
0.1,35.7143,2.6667,-0.844670
10,1.0204,-5.9487,-1.771294
1,24.4898,-4.3077,-3.198337
0.01,38.7755,3.8974,-2.811299
100,8.1633,-4.3077,-2.469831
1,8.1633,4.7179,-1.770649
10,26.5306,-5.1282,-1.767069
0.01,5.1020,5.9487,-1.766520
100,1.0204,-5.1282,-1.678219
0.1,17.3469,-5.1282,-1.767068
0.1,18.3673,6.3590,-1.484474
1,22.4490,-3.4872,-3.216664
10,1.0204,4.3077,-1.751320
0.1,32.6531,-2.2564,-3.380275
10,36.7347,0.2051,-1.486455
0.1,22.4490,5.9487,-1.912493
0.01,25.5102,-4.3077,-2.246202
0.1,37.7551,-3.8974,-2.316979
0.01,16.3265,1.8462,-1.887438
0.1,18.3673,1.0256,-0.131883
1,19.3878,-8.0000,-1.758638
10,48.9796,-1.0256,-3.358326
1,44.8980,5.1282,-2.659474
0.01,44.8980,-3.4872,-2.494332
0.1,6.1224,5.9487,-1.771294
10,4.0816,5.1282,-1.767068
0.01,26.5306,-4.7179,-2.995713
1,16.3265,5.9487,0.574815
1,30.6122,-5.9487,-3.295112
1,14.2857,-1.0256,-2.897495
100,16.3265,5.1282,-2.606547
10,35.7143,-0.6154,-3.255623
1,38.7755,7.1795,-1.358230
1,2.0408,-2.6667,-1.765627
10,24.4898,5.1282,-1.767069
10,34.6939,-2.6667,-0.810098
1,3.0612,-2.2564,-1.765771
0.01,11.2245,3.8974,-1.779887
0.01,9.1837,2.6667,-1.641269
0.1,1.0204,-6.3590,-1.766498
10,9.1837,5.9487,-1.771293
0.01,24.4898,-8.0000,-1.754678
1,11.2245,-5.9487,-1.771294
0.1,10.2041,-0.2051,-2.785087
1,0.0000,-3.4872,0.001184
100,41.8367,6.3590,-2.391795
0.1,6.1224,-5.1282,-1.767068
0.1,7.1429,4.3077,-1.751330
1,12.2449,3.0769,-1.762497
100,39.7959,-2.6667,-2.557780
0.01,34.6939,2.6667,-0.666985
1,3.0612,1.4359,-1.759344
0.01,27.5510,5.1282,-2.773375
1,18.3673,-5.9487,-1.771293
0.1,31.6327,5.1282,-2.930052
100,21.4286,5.1282,-2.444687
1,6.1224,-5.9487,-1.771294
0.01,12.2449,-5.5385,-1.749200
1,18.3673,5.9487,-1.154429
0.01,39.7959,2.6667,-0.788632
0.01,8.1633,-4.3077,-1.745508
0.01,22.4490,-5.5385,-2.933860
10,44.8980,6.7692,-1.393827
1,43.8776,4.3077,-2.223649
1,34.6939,-3.0769,-3.146849
0.1,24.4898,1.8462,-0.861300
0.1,24.4898,7.5897,-1.701925
0.01,41.8367,-0.2051,-2.938193
100,23.4694,3.0769,-2.394004
1,14.2857,2.2564,-0.512725
0.1,11.2245,4.3077,-1.787195
1,13.2653,4.7179,-1.771090
0.1,7.1429,4.7179,-1.770649
0.1,28.5714,1.8462,-0.914493
0.01,26.5306,-0.6154,-3.168691
1,36.7347,-3.4872,-3.366091
0.1,3.0612,-5.1282,-1.767068
0.01,12.2449,3.0769,-2.014660
10,4.0816,1.0256,-1.751582
0.1,32.6531,0.6154,-0.013943
0.1,41.8367,-1.0256,-2.795947
10,41.8367,0.6154,-3.157365
100,2.0408,5.5385,-2.051034
100,45.9184,-3.8974,-2.514415
100,25.5102,-6.7692,-2.329976
10,13.2653,-3.4872,-1.769359
0.01,26.5306,5.9487,-2.813985
0.1,27.5510,-5.9487,-3.166979
1,7.1429,-4.7179,-1.770649
10,21.4286,-3.8974,-1.767027
1,4.0816,-3.4872,-1.769359
1,25.5102,-7.5897,-1.765512
1,26.5306,-5.1282,-1.818251
100,32.6531,-1.0256,-2.379165
100,27.5510,3.8974,-2.229339
0.01,39.7959,-6.7692,-2.767574
1,7.1429,5.9487,-1.771293
10,48.9796,-3.4872,-3.344277
100,36.7347,4.7179,-2.600369
100,28.5714,-1.0256,-2.440520
100,1.0204,3.8974,-2.031071
1,19.3878,0.2051,-0.642654
0.01,36.7347,-5.9487,-2.160778
10,43.8776,-4.7179,-1.465269
0.1,32.6531,8.0000,-2.854605
0.1,20.4082,4.7179,-2.091188
10,18.3673,2.6667,-1.720415
0.01,12.2449,-1.8462,-3.076008
0.01,3.0612,0.2051,-2.348691
0.1,4.0816,3.8974,-1.767027
1,7.1429,1.4359,-1.710798
10,29.5918,-3.4872,-0.706079
10,0.0000,-3.4872,0.001182
10,11.2245,-0.2051,-0.516110
0.01,30.6122,4.7179,-2.986658
0.1,16.3265,-6.7692,-1.756214
1,2.0408,-3.0769,-1.749336
0.1,20.4082,3.4872,-1.873854
0.01,11.2245,7.5897,-1.756939
1,25.5102,-5.9487,-3.332480
100,37.7551,3.0769,-2.499593
10,35.7143,4.3077,-0.117293
100,27.5510,5.5385,-1.889754
1,42.8571,5.5385,-2.541204
0.1,12.2449,-0.2051,-1.845750
10,4.0816,5.9487,-1.771292
100,50.0000,-2.6667,-2.413736
0.01,40.8163,8.0000,-2.233190
0.01,9.1837,5.5385,-1.748377
0.1,35.7143,1.8462,-0.691085
0.01,37.7551,-3.0769,-2.466866
0.01,32.6531,1.0256,-0.751261
10,5.1020,0.2051,-1.700168
0.1,46.9388,-3.4872,-1.764919
10,1.0204,6.7692,-1.756225
0.01,2.0408,-5.1282,-1.762340
10,26.5306,-2.2564,-0.540026
10,30.6122,-7.1795,-1.771670
0.01,48.9796,-5.5385,-2.645280
0.01,44.8980,1.4359,-0.581491
1,46.9388,5.5385,-1.589702
10,50.0000,2.2564,-1.104710
10,5.1020,-2.2564,-1.765771
1,48.9796,-5.9487,-3.061694
100,9.1837,-7.5897,-1.765513
100,31.6327,5.9487,-1.848986
0.01,46.9388,3.8974,-2.581100
0.01,26.5306,-8.0000,-1.753119
0.01,13.2653,-6.7692,-1.750811
0.01,7.1429,-6.3590,-1.760980
0.01,22.4490,-3.4872,-2.884016
1,25.5102,5.9487,-1.432236
10,37.7551,-3.4872,-1.346858
0.1,23.4694,-5.9487,-1.771293
0.1,34.6939,-1.4359,-3.147736
0.01,20.4082,-4.3077,-2.884811
100,17.3469,-5.9487,-2.580653
1,43.8776,5.5385,-2.149448
100,5.1020,-2.6667,-2.728016
1,0.0000,-5.5385,0.012234
10,48.9796,5.5385,-0.982819
0.01,8.1633,-3.4872,-0.624451
10,9.1837,-0.6154,-1.181520
0.01,48.9796,3.0769,-0.337816
1,44.8980,-2.6667,-3.346016
0.01,33.6735,1.8462,-0.662274
1,25.5102,0.2051,-0.660288
0.01,30.6122,-5.5385,-2.800120
0.1,10.2041,0.2051,-0.719033
0.1,16.3265,3.8974,-1.975399
1,13.2653,8.0000,-1.758642
1,21.4286,0.2051,-0.666337
100,39.7959,3.0769,-2.552576
1,31.6327,-1.8462,-3.186466
0.01,21.4286,-3.0769,-2.356648
100,46.9388,1.0256,-2.348397
100,14.2857,-1.4359,-2.056697
0.1,24.4898,5.9487,-2.193120
0.1,47.9592,-7.1795,-3.155876
0.1,16.3265,-5.5385,-1.753709
0.01,50.0000,-1.4359,-3.260490
10,27.5510,-7.1795,-1.771670
0.01,41.8367,-3.8974,-2.388572
0.01,37.7551,-6.7692,-2.024897
10,7.1429,4.7179,-1.770649
1,30.6122,6.7692,-1.328289
1,30.6122,7.5897,-1.113527
0.01,29.5918,8.0000,-2.584520
0.01,46.9388,-1.4359,-3.066497
1,12.2449,-6.7692,-1.756216
100,43.8776,1.8462,-2.413779
100,50.0000,6.7692,-2.439138
0.01,48.9796,-1.0256,-1.837864
1,27.5510,-1.0256,-3.234083
100,14.2857,-5.5385,-2.587799
100,0.0000,0.2051,0.515700
0.1,34.6939,3.8974,-1.961690
1,22.4490,5.5385,-1.599673
10,50.0000,-3.8974,-3.342528
1,39.7959,-1.4359,-3.269390
10,41.8367,5.1282,-1.187593
1,13.2653,-1.8462,-3.297573
100,24.4898,-8.0000,-1.758636
1,43.8776,0.6154,-0.294544
100,30.6122,4.7179,-1.815202
0.01,5.1020,-5.1282,-1.755467
10,6.1224,1.0256,-1.751582
1,33.6735,-8.0000,-1.758635
100,23.4694,-0.2051,-2.387966
10,28.5714,3.0769,-1.144715
100,11.2245,-3.4872,-2.653826
100,5.1020,-0.2051,-2.491609
0.01,30.6122,7.1795,-2.328599
10,23.4694,-4.3077,-1.751330
0.01,21.4286,6.3590,-2.966184
10,45.9184,3.0769,-1.311469
10,44.8980,7.1795,-2.128853
1,11.2245,-4.3077,-1.751329
0.01,47.9592,3.4872,-0.856052
1,12.2449,-3.8974,-1.767026
10,40.8163,4.7179,-0.450294
100,19.3878,6.7692,-2.331992
100,14.2857,0.2051,-2.518064
10,15.3061,-8.0000,-1.758641
0.01,16.3265,8.0000,-2.454136
1,33.6735,8.0000,-1.120700
10,15.3061,-1.0256,-1.562219
10,26.5306,-6.3590,-1.766494
0.1,24.4898,-1.4359,-2.446088
0.1,17.3469,-3.0769,-2.944852
0.1,37.7551,2.2564,-0.850811
0.01,32.6531,-3.8974,-2.335080
100,19.3878,-0.2051,-2.473675
10,4.0816,-8.0000,-1.758646
0.01,6.1224,-0.2051,-0.678108
10,15.3061,-5.1282,-1.767068
10,46.9388,-8.0000,-1.758636
10,20.4082,0.2051,-2.900368
1,30.6122,-8.0000,-1.758635
0.1,14.2857,-4.3077,-1.751330
10,19.3878,7.1795,-1.771672
100,10.2041,-5.1282,-2.578923
1,24.4898,0.2051,-0.223666
0.1,12.2449,-6.7692,-1.756216
1,3.0612,8.0000,-1.758649
0.1,47.9592,7.1795,-2.962354
1,48.9796,2.6667,-0.744795
0.01,19.3878,-3.0769,-2.588971
10,24.4898,-1.0256,-3.354600
100,32.6531,-1.4359,-2.436184
0.1,24.4898,3.4872,-0.339082
0.01,32.6531,2.6667,-0.637448
0.01,41.8367,-5.9487,-2.588608
0.1,50.0000,-2.2564,-3.077451
100,43.8776,2.2564,-2.448388
100,48.9796,4.7179,-2.540967
0.01,45.9184,0.2051,-0.048147
0.1,1.0204,-5.5385,-1.753719
0.1,44.8980,-7.1795,-3.313574
1,17.3469,-3.8974,-3.109654
10,1.0204,0.2051,-1.806547
0.1,3.0612,5.1282,-1.767068
0.01,43.8776,-4.3077,-3.147897
1,46.9388,-1.8462,-3.348479
0.1,46.9388,1.0256,-0.292919
0.01,29.5918,-6.7692,-2.307747
0.01,43.8776,-6.7692,-2.446255
0.01,31.6327,-4.7179,-2.412663
0.01,34.6939,5.5385,-2.976468
100,26.5306,-0.2051,-2.314608
0.01,35.7143,5.1282,-2.635394
10,43.8776,0.2051,-3.074899
0.1,20.4082,-3.0769,-2.535794
0.1,5.1020,4.7179,-1.770649
1,14.2857,6.3590,-1.766495
0.01,50.0000,-2.2564,-3.183907
1,27.5510,-3.0769,-3.033724
1,19.3878,0.6154,-0.544697
0.1,20.4082,2.2564,-1.505505
10,12.2449,-5.5385,-1.753716
10,22.4490,3.8974,-1.767027
0.1,7.1429,-4.7179,-1.770649
10,47.9592,3.0769,-1.125495
0.01,12.2449,6.3590,-1.759295
0.1,14.2857,4.3077,-2.211539
0.01,31.6327,-8.0000,-1.750312
100,1.0204,-5.9487,-1.704141
0.1,47.9592,6.7692,-2.682715
0.1,29.5918,0.2051,0.024255
100,5.1020,1.4359,-2.435775
100,42.8571,7.1795,-2.395385
100,47.9592,7.5897,-1.765511
100,18.3673,1.8462,-2.611780
100,12.2449,-3.4872,-2.639904
0.01,36.7347,-4.7179,-2.752294
0.01,0.0000,7.1795,0.000145
100,21.4286,5.5385,-2.500152
100,43.8776,3.8974,-2.579963
0.01,24.4898,-0.2051,-3.020471
0.1,8.1633,6.3590,-1.766495
0.1,10.2041,-0.6154,-2.816225
100,16.3265,-1.4359,-2.272520
1,43.8776,-7.1795,-3.321140
0.1,26.5306,-3.0769,-1.897291
0.1,19.3878,-1.4359,-2.456036
1,31.6327,5.9487,-1.495518
10,18.3673,5.1282,-1.767069
10,33.6735,1.4359,-2.255782
0.01,38.7755,5.5385,-2.921241
0.1,48.9796,6.3590,-2.706209
0.1,25.5102,-5.1282,-3.219946
10,35.7143,1.4359,-2.480410
1,9.1837,-2.2564,-1.765771
0.01,44.8980,1.0256,-0.704354
100,0.0000,-7.5897,2.115666
1,41.8367,4.3077,-2.307291
10,32.6531,-1.8462,-3.361245
0.1,31.6327,0.2051,-0.187031
1,5.1020,-0.6154,-1.606460
0.1,15.3061,-7.5897,-1.765514
0.1,13.2653,3.8974,-2.290125
0.1,36.7347,6.3590,-2.167480
0.1,36.7347,5.5385,-2.624288
0.1,50.0000,-3.8974,-3.035513
100,8.1633,-8.0000,-1.758647
100,43.8776,5.1282,-2.529533
1,7.1429,-5.9487,-1.771293
100,29.5918,7.5897,-1.765512
0.1,31.6327,-6.7692,-3.083349
0.01,34.6939,6.7692,-2.909532
10,9.1837,-2.2564,-1.765771
100,41.8367,-7.5897,-1.765512
0.1,39.7959,-6.3590,-2.679638
0.1,31.6327,-2.6667,-3.295428
0.1,25.5102,0.6154,0.130698
10,42.8571,8.0000,-1.459673
10,2.0408,-6.7692,-1.756222
0.01,6.1224,-6.3590,-1.762265
1,17.3469,7.1795,-1.953308
0.1,20.4082,-0.6154,-2.692820
0.01,6.1224,5.5385,-1.748408
0.1,45.9184,-1.0256,-2.043568
0.01,12.2449,-7.1795,-1.764662
0.01,43.8776,-8.0000,-3.054526
1,18.3673,1.4359,0.190022
1,4.0816,3.4872,-1.769359
0.1,13.2653,1.4359,0.454733
0.01,16.3265,-3.0769,-2.857050
0.1,17.3469,-8.0000,-1.758639
100,48.9796,3.8974,-2.582435
100,7.1429,-7.5897,-1.765512
10,46.9388,-3.0769,-3.347136
0.01,33.6735,1.0256,-0.797395
1,2.0408,-1.4359,-1.759344
0.01,18.3673,-2.2564,-3.244516
10,19.3878,-5.1282,-1.767069
1,10.2041,-0.2051,-3.259342
0.01,18.3673,-7.1795,-1.763122
1,2.0408,-6.7692,-1.756222
100,42.8571,-1.0256,-2.301364
0.01,36.7347,1.0256,-0.429487
10,0.0000,-5.5385,0.000815
0.1,46.9388,-8.0000,-2.790793
0.1,15.3061,-5.1282,-1.767068
1,40.8163,0.6154,-0.642179
0.01,46.9388,-8.0000,-3.244852
0.1,15.3061,6.7692,-0.883346
0.1,24.4898,-0.6154,-1.806561
100,42.8571,0.6154,-1.782127
0.01,33.6735,0.6154,-0.380845
10,13.2653,-6.7692,-1.756216
0.01,3.0612,-7.5897,-1.763482
0.01,15.3061,0.6154,-0.528679
10,44.8980,-1.8462,-3.342720
1,28.5714,0.6154,-0.298906
10,23.4694,7.1795,-1.771671
10,36.7347,-5.1282,-1.767069
0.1,36.7347,1.4359,-0.765420
1,14.2857,4.3077,-1.914546
100,37.7551,7.1795,-1.557600
0.1,13.2653,-4.3077,-1.751330
10,42.8571,-3.8974,-0.832901
1,23.4694,-7.5897,-1.765512
10,14.2857,4.7179,-1.770649
10,32.6531,-3.4872,-1.264180
100,7.1429,1.0256,-2.496716
0.01,26.5306,1.0256,-0.794708
10,45.9184,-3.0769,-3.343114
10,19.3878,4.3077,-1.751330
1,30.6122,-0.6154,-2.978499
0.1,4.0816,-7.1795,-1.771669
0.01,50.0000,-1.0256,-3.192928
0.1,44.8980,-4.3077,-2.909082
0.1,31.6327,-6.3590,-2.824333
0.1,3.0612,-3.0769,-1.749361
1,27.5510,8.0000,-1.893848
0.1,2.0408,3.4872,-1.769358
100,0.0000,-0.6154,0.317467
10,33.6735,1.0256,-2.459976
0.1,34.6939,-1.0256,-3.121202
100,43.8776,-6.3590,-2.423937
10,22.4490,-0.6154,-2.156816
1,37.7551,4.7179,-2.240833
10,13.2653,-4.3077,-1.751330
0.01,30.6122,-3.0769,-2.668252
10,0.0000,0.2051,0.000125
1,22.4490,5.1282,-1.821759
100,40.8163,7.1795,-2.437570
100,11.2245,-1.0256,-2.142097
1,31.6327,-0.6154,-2.919135
10,12.2449,-3.0769,-1.749336
100,31.6327,-1.8462,-2.426637
0.01,34.6939,-1.0256,-2.713216
10,16.3265,6.7692,-1.756214
10,11.2245,1.4359,-1.484604
10,7.1429,-7.1795,-1.771671
0.01,46.9388,0.2051,0.188088
0.01,23.4694,-7.1795,-1.763494
0.01,9.1837,-2.6667,-1.740779
100,13.2653,-4.3077,-2.621261
10,39.7959,-4.3077,-2.235742
100,45.9184,-5.9487,-2.460137
0.1,42.8571,-6.3590,-3.105656
0.1,8.1633,1.4359,-1.346996
0.01,23.4694,-8.0000,-1.754924
10,0.0000,-3.0769,0.000124
1,37.7551,2.2564,-0.581361
10,10.2041,-0.6154,-0.933977
100,22.4490,-5.5385,-2.510541
1,19.3878,-3.0769,-3.377029
0.1,43.8776,0.6154,-0.348877
0.1,7.1429,-7.1795,-1.771671
0.01,47.9592,5.9487,-2.978582
10,1.0204,-8.0000,-1.758657
10,42.8571,-3.0769,-3.349393
1,48.9796,-4.7179,-3.232904
100,25.5102,5.1282,-2.212780
0.1,21.4286,-4.3077,-2.978367
0.01,14.2857,-1.4359,-2.398726
10,41.8367,-1.8462,-3.359888
1,37.7551,-2.6667,-3.341460
10,19.3878,2.2564,-1.254400
10,47.9592,-5.9487,-0.858580
1,18.3673,-8.0000,-1.758638
0.01,24.4898,-6.3590,-1.759768
100,0.0000,-5.1282,0.014244
0.01,5.1020,-5.5385,-1.747746
10,8.1633,-4.7179,-1.770649
1,25.5102,1.4359,0.326680
1,47.9592,-5.1282,-2.301281
0.1,43.8776,-2.6667,-2.766746
1,11.2245,-6.3590,-1.766494
10,41.8367,-3.4872,-1.085665
0.01,17.3469,3.8974,-1.006530
10,18.3673,-3.0769,-1.749336
1,29.5918,-0.6154,-3.113574
100,15.3061,-0.2051,-2.501818
10,41.8367,0.2051,-3.006850
10,21.4286,1.4359,-1.658726
0.1,31.6327,5.5385,-2.668783
0.01,1.0204,4.3077,-1.746784
10,38.7755,4.7179,-0.789052
10,6.1224,-0.2051,-1.043940
100,48.9796,-7.1795,-1.771670
100,20.4082,-5.5385,-2.530342
100,50.0000,7.5897,-1.765511
100,16.3265,5.9487,-2.521002
10,10.2041,0.6154,-0.689975
0.1,34.6939,-3.4872,-3.155519
100,14.2857,4.3077,-2.588792
10,42.8571,-4.7179,-1.031199
10,13.2653,1.4359,-1.201977
100,31.6327,4.7179,-2.203522
0.1,26.5306,4.3077,-1.726899
1,17.3469,-2.2564,-3.278245
1,6.1224,-6.7692,-1.756211
100,17.3469,-3.4872,-2.619902
1,3.0612,5.1282,-1.767068
100,18.3673,7.5897,-1.765513
10,36.7347,3.0769,-1.143347
0.1,45.9184,1.8462,-0.505295
0.1,43.8776,2.6667,-0.441122
10,42.8571,2.6667,-0.937009
0.1,7.1429,-6.3590,-1.766494
0.01,36.7347,-6.7692,-2.994672
0.1,2.0408,1.4359,-2.206417
100,40.8163,5.9487,-2.470403
0.1,13.2653,-4.7179,-1.770649
10,46.9388,-3.4872,-3.353350
0.1,12.2449,1.0256,0.285362
0.1,6.1224,3.4872,-1.769358
10,25.5102,-4.3077,-1.751330
100,13.2653,1.8462,-2.345374
100,35.7143,5.9487,-2.189452
0.1,26.5306,-6.3590,-1.766494
1,34.6939,-1.4359,-2.945331
0.01,31.6327,5.5385,-2.998560
10,11.2245,-5.5385,-1.753716
0.01,43.8776,-5.5385,-2.948905
0.1,0.0000,-4.7179,0.002414
1,37.7551,0.2051,-0.615601
10,37.7551,-5.9487,-1.771292
100,26.5306,-1.0256,-2.431427
10,46.9388,3.4872,-0.880509
0.01,4.0816,-6.3590,-1.764617
0.01,47.9592,4.3077,-2.946069
0.1,1.0204,-2.2564,-1.800165
1,17.3469,3.4872,-0.270641
1,21.4286,-1.0256,-3.051001
0.1,4.0816,-5.9487,-1.771292
10,29.5918,3.8974,-0.646482
100,8.1633,-1.4359,-2.544117
0.01,39.7959,1.4359,-0.898032
10,33.6735,3.4872,-0.879582
1,3.0612,-5.1282,-1.767068
0.01,27.5510,3.0769,-1.307670
0.01,43.8776,2.2564,-0.681688
0.1,32.6531,-8.0000,-1.758636
1,34.6939,-5.1282,-3.362449
1,37.7551,0.6154,-0.396884
100,2.0408,1.0256,-2.653178
100,4.0816,8.0000,-1.758646
0.1,22.4490,-4.3077,-3.236485
0.1,48.9796,-5.5385,-3.105287
1,6.1224,3.0769,-1.749336
10,27.5510,8.0000,-1.758636
100,23.4694,-2.6667,-2.335123
0.1,32.6531,-0.6154,-3.282767
0.01,5.1020,1.0256,-2.095234
0.1,6.1224,0.2051,-0.784730
1,16.3265,-3.0769,-2.279934
0.1,14.2857,-1.4359,-3.378502
0.01,6.1224,0.2051,-0.891335
0.1,22.4490,0.6154,0.067028
1,4.0816,2.2564,-1.765771
1,11.2245,4.7179,-1.770649
0.01,50.0000,3.8974,-2.731571
0.01,34.6939,-7.1795,-3.093342
100,47.9592,-1.4359,-2.266560
0.01,18.3673,5.9487,-2.427514
100,13.2653,-8.0000,-1.758642
